name;version;bom-ref;licenses/0/license/id;copyrights;externalReferences/0/url;language
ee-first;1.1.1;ee-first@1.1.1;MIT;;git+https://github.com/jonathanong/ee-first.git;javascript
path-to-regexp;0.1.7;path-to-regexp@0.1.7;MIT;;git+https://github.com/component/path-to-regexp.git;javascript
proxy-addr;2.0.5;proxy-addr@2.0.5;MIT;;git+https://github.com/jshttp/proxy-addr.git;javascript
forwarded;0.1.2;forwarded@0.1.2;MIT;;git+https://github.com/jshttp/forwarded.git;javascript
ipaddr.js;1.9.0;ipaddr.js@1.9.0;MIT;;git://github.com/whitequark/ipaddr.js.git;javascript
range-parser;1.2.1;range-parser@1.2.1;MIT;;git+https://github.com/jshttp/range-parser.git;javascript
send;0.17.1;send@0.17.1;MIT;;git+https://github.com/pillarjs/send.git;javascript
destroy;1.0.4;destroy@1.0.4;MIT;;git+https://github.com/stream-utils/destroy.git;javascript
serve-static;1.14.1;serve-static@1.14.1;MIT;;git+https://github.com/expressjs/serve-static.git;javascript
media-typer;0.3.0;media-typer@0.3.0;MIT;;git+https://github.com/jshttp/media-typer.git;javascript
utils-merge;1.0.1;utils-merge@1.0.1;MIT;;git://github.com/jaredhanson/utils-merge.git;javascript
vary;1.1.2;vary@1.1.2;MIT;;git+https://github.com/jshttp/vary.git;javascript
fibers;5.0.0;fibers@5.0.0;MIT;;git://github.com/laverdet/node-fibers.git;javascript
detect-libc;1.0.3;detect-libc@1.0.3;Apache-2.0;;git://github.com/lovell/detect-libc.git;javascript
file-saver;2.0.5;file-saver@2.0.5;MIT;;git+https://github.com/eligrey/FileSaver.js.git;javascript
friendly-errors-webpack-plugin;1.7.0;friendly-errors-webpack-plugin@1.7.0;MIT;;git+https://github.com/geowarin/friendly-errors-webpack-plugin.git;javascript
ansi-styles;2.2.1;ansi-styles@2.2.1;MIT;;git+https://github.com/chalk/ansi-styles.git;javascript
has-ansi;2.0.0;has-ansi@2.0.0;MIT;;git+https://github.com/sindresorhus/has-ansi.git;javascript
ansi-regex;2.1.1;ansi-regex@2.1.1;MIT;;git+https://github.com/chalk/ansi-regex.git;javascript
strip-ansi;3.0.1;strip-ansi@3.0.1;MIT;;git+https://github.com/chalk/strip-ansi.git;javascript
supports-color;2.0.0;supports-color@2.0.0;MIT;;git+https://github.com/chalk/supports-color.git;javascript
error-stack-parser;2.0.2;error-stack-parser@2.0.2;MIT;;git://github.com/stacktracejs/error-stack-parser.git;javascript
stackframe;1.0.4;stackframe@1.0.4;MIT;;git://github.com/stacktracejs/stackframe.git;javascript
string-width;2.1.1;string-width@2.1.1;MIT;;git+https://github.com/sindresorhus/string-width.git;javascript
is-fullwidth-code-point;2.0.0;is-fullwidth-code-point@2.0.0;MIT;;git+https://github.com/sindresorhus/is-fullwidth-code-point.git;javascript
html-loader;3.0.1;html-loader@3.0.1;MIT;;git+https://github.com/webpack-contrib/html-loader.git;javascript
html-minifier-terser;6.0.2;html-minifier-terser@6.0.2;MIT;;git+https://github.com/terser/html-minifier-terser.git;javascript
camel-case;4.1.2;camel-case@4.1.2;MIT;;git://github.com/blakeembrey/change-case.git;javascript
pascal-case;3.1.2;pascal-case@3.1.2;MIT;;git://github.com/blakeembrey/change-case.git;javascript
no-case;3.0.4;no-case@3.0.4;MIT;;git://github.com/blakeembrey/change-case.git;javascript
lower-case;2.0.2;lower-case@2.0.2;MIT;;git://github.com/blakeembrey/change-case.git;javascript
commander;8.2.0;commander@8.2.0;MIT;;git+https://github.com/tj/commander.js.git;javascript
he;1.2.0;he@1.2.0;MIT;;git+https://github.com/mathiasbynens/he.git;javascript
param-case;3.0.4;param-case@3.0.4;MIT;;git://github.com/blakeembrey/change-case.git;javascript
dot-case;3.0.4;dot-case@3.0.4;MIT;;git://github.com/blakeembrey/change-case.git;javascript
relateurl;0.2.7;relateurl@0.2.7;MIT;;git://github.com/stevenvachon/relateurl.git;javascript
terser;5.9.0;terser@5.9.0;BSD-2-Clause;;git+https://github.com/terser/terser.git;javascript
parse5;6.0.1;parse5@6.0.1;MIT;;git://github.com/inikulin/parse5.git;javascript
html-webpack-plugin;5.5.0;html-webpack-plugin@5.5.0;MIT;;git+https://github.com/jantimon/html-webpack-plugin.git;javascript
html-minifier-terser;6.0.0;@types/html-minifier-terser@6.0.0;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/html-minifier-terser;javascript
pretty-error;4.0.0;pretty-error@4.0.0;MIT;;git+https://github.com/AriaMinaei/pretty-error.git;javascript
renderkid;3.0.0;renderkid@3.0.0;MIT;;git+https://github.com/AriaMinaei/RenderKid.git;javascript
boolbase;1.0.0;boolbase@1.0.0;ISC;;git+https://github.com/fb55/boolbase.git;javascript
css-what;5.0.1;css-what@5.0.1;BSD-2-Clause;;git+https://github.com/fb55/css-what.git;javascript
domhandler;4.2.0;domhandler@4.2.0;BSD-2-Clause;;git://github.com/fb55/domhandler.git;javascript
domelementtype;2.2.0;domelementtype@2.2.0;BSD-2-Clause;;git://github.com/fb55/domelementtype.git;javascript
domutils;2.7.0;domutils@2.7.0;BSD-2-Clause;;git://github.com/fb55/domutils.git;javascript
dom-serializer;1.3.2;dom-serializer@1.3.2;MIT;;git://github.com/cheeriojs/dom-renderer.git;javascript
entities;2.2.0;entities@2.2.0;BSD-2-Clause;;git://github.com/fb55/entities.git;javascript
nth-check;2.0.0;nth-check@2.0.0;BSD-2-Clause;;git+https://github.com/fb55/nth-check.git;javascript
dom-converter;0.2.0;dom-converter@0.2.0;MIT;;git+https://github.com/AriaMinaei/dom-converter.git;javascript
utila;0.4.0;utila@0.4.0;MIT;;git+https://github.com/AriaMinaei/utila.git;javascript
htmlparser2;6.1.0;htmlparser2@6.1.0;MIT;;git://github.com/fb55/htmlparser2.git;javascript
tapable;2.2.1;tapable@2.2.1;MIT;;git+ssh://git@github.com/webpack/tapable.git;javascript
http-proxy-middleware;2.0.1;http-proxy-middleware@2.0.1;MIT;;git+https://github.com/chimurai/http-proxy-middleware.git;javascript
http-proxy;1.17.6;@types/http-proxy@1.17.6;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/http-proxy;javascript
http-proxy;1.18.1;http-proxy@1.18.1;MIT;;git+https://github.com/http-party/node-http-proxy.git;javascript
eventemitter3;4.0.7;eventemitter3@4.0.7;MIT;;git://github.com/primus/eventemitter3.git;javascript
requires-port;1.0.0;requires-port@1.0.0;MIT;;git+https://github.com/unshiftio/requires-port.git;javascript
is-plain-obj;3.0.0;is-plain-obj@3.0.0;MIT;;git+https://github.com/sindresorhus/is-plain-obj.git;javascript
iban;0.0.14;iban@0.0.14;MIT;;git+https://github.com/arhs/iban.js.git;javascript
inject-loader;4.0.1;inject-loader@4.0.1;MIT;;git+ssh://git@github.com/plasticine/inject-loader.git;javascript
babel-code-frame;6.26.0;babel-code-frame@6.26.0;MIT;;https://github.com/babel/babel/tree/master/packages/babel-code-frame;javascript
js-tokens;3.0.2;js-tokens@3.0.2;MIT;;git+https://github.com/lydell/js-tokens.git;javascript
babel-generator;6.26.1;babel-generator@6.26.1;MIT;;https://github.com/babel/babel/tree/master/packages/babel-generator;javascript
babel-messages;6.23.0;babel-messages@6.23.0;MIT;;https://github.com/babel/babel/tree/master/packages/babel-messages;javascript
babel-types;6.26.0;babel-types@6.26.0;MIT;;https://github.com/babel/babel/tree/master/packages/babel-types;javascript
detect-indent;4.0.0;detect-indent@4.0.0;MIT;;git+https://github.com/sindresorhus/detect-indent.git;javascript
repeating;2.0.1;repeating@2.0.1;MIT;;git+https://github.com/sindresorhus/repeating.git;javascript
is-finite;1.0.2;is-finite@1.0.2;MIT;;git+https://github.com/sindresorhus/is-finite.git;javascript
number-is-nan;1.0.1;number-is-nan@1.0.1;MIT;;git+https://github.com/sindresorhus/number-is-nan.git;javascript
jsesc;1.3.0;jsesc@1.3.0;MIT;;git+https://github.com/mathiasbynens/jsesc.git;javascript
lodash;4.17.11;lodash@4.17.11;MIT;;git+https://github.com/lodash/lodash.git;javascript
trim-right;1.0.1;trim-right@1.0.1;MIT;;git+https://github.com/sindresorhus/trim-right.git;javascript
babel-helpers;6.24.1;babel-helpers@6.24.1;MIT;;https://github.com/babel/babel/tree/master/packages/babel-helpers;javascript
babel-template;6.26.0;babel-template@6.26.0;MIT;;https://github.com/babel/babel/tree/master/packages/babel-template;javascript
babel-register;6.26.0;babel-register@6.26.0;MIT;;https://github.com/babel/babel/tree/master/packages/babel-register;javascript
babel-traverse;6.26.0;babel-traverse@6.26.0;MIT;;https://github.com/babel/babel/tree/master/packages/babel-traverse;javascript
babylon;6.18.0;babylon@6.18.0;MIT;;git+https://github.com/babel/babylon.git;javascript
convert-source-map;1.6.0;convert-source-map@1.6.0;MIT;;git://github.com/thlorenz/convert-source-map.git;javascript
json5;0.5.1;json5@0.5.1;MIT;;git+https://github.com/aseemk/json5.git;javascript
path-is-absolute;1.0.1;path-is-absolute@1.0.1;MIT;;git+https://github.com/sindresorhus/path-is-absolute.git;javascript
private;0.1.8;private@0.1.8;MIT;;git://github.com/benjamn/private.git;javascript
slash;1.0.0;slash@1.0.0;MIT;;git+https://github.com/sindresorhus/slash.git;javascript
home-or-tmp;2.0.0;home-or-tmp@2.0.0;MIT;;git+https://github.com/sindresorhus/home-or-tmp.git;javascript
os-homedir;1.0.2;os-homedir@1.0.2;MIT;;git+https://github.com/sindresorhus/os-homedir.git;javascript
os-tmpdir;1.0.2;os-tmpdir@1.0.2;MIT;;git+https://github.com/sindresorhus/os-tmpdir.git;javascript
mkdirp;0.5.1;mkdirp@0.5.1;MIT;;git+https://github.com/substack/node-mkdirp.git;javascript
source-map-support;0.4.18;source-map-support@0.4.18;MIT;;git+https://github.com/evanw/node-source-map-support.git;javascript
globals;9.18.0;globals@9.18.0;MIT;;git+https://github.com/sindresorhus/globals.git;javascript
invariant;2.2.4;invariant@2.2.4;MIT;;git+https://github.com/zertosh/invariant.git;javascript
loose-envify;1.4.0;loose-envify@1.4.0;MIT;;git://github.com/zertosh/loose-envify.git;javascript
to-fast-properties;1.0.3;to-fast-properties@1.0.3;MIT;;git+https://github.com/sindresorhus/to-fast-properties.git;javascript
json-server;0.17.0;json-server@0.17.0;MIT;;git://github.com/typicode/json-server.git;javascript
compression;1.7.4;compression@1.7.4;MIT;;git+https://github.com/expressjs/compression.git;javascript
compressible;2.0.18;compressible@2.0.18;MIT;;git+https://github.com/jshttp/compressible.git;javascript
mime-db;1.48.0;mime-db@1.48.0;MIT;;git+https://github.com/jshttp/mime-db.git;javascript
on-headers;1.0.2;on-headers@1.0.2;MIT;;git+https://github.com/jshttp/on-headers.git;javascript
connect-pause;0.1.1;connect-pause@0.1.1;MIT;;git://github.com/flesler/connect-pause.git;javascript
cors;2.8.5;cors@2.8.5;MIT;;git+https://github.com/expressjs/cors.git;javascript
object-assign;4.1.1;object-assign@4.1.1;MIT;;git+https://github.com/sindresorhus/object-assign.git;javascript
errorhandler;1.5.1;errorhandler@1.5.1;MIT;;git+https://github.com/expressjs/errorhandler.git;javascript
express-urlrewrite;1.4.0;express-urlrewrite@1.4.0;MIT;;git://github.com/kapouer/express-urlrewrite.git;javascript
json-parse-helpfulerror;1.0.3;json-parse-helpfulerror@1.0.3;MIT;;git+https://github.com/smikes/json-parse-helpfulerror.git;javascript
jju;1.4.0;jju@1.4.0;MIT;;git://github.com/rlidwka/jju.git;javascript
lodash-id;0.14.1;lodash-id@0.14.1;MIT;;git+https://github.com/typicode/lodash-id.git;javascript
lowdb;1.0.0;lowdb@1.0.0;MIT;;git://github.com/typicode/lowdb.git;javascript
is-promise;2.1.0;is-promise@2.1.0;MIT;;git+https://github.com/then/is-promise.git;javascript
pify;3.0.0;pify@3.0.0;MIT;;git+https://github.com/sindresorhus/pify.git;javascript
steno;0.4.4;steno@0.4.4;MIT;;git+https://github.com/typicode/steno.git;javascript
method-override;3.0.0;method-override@3.0.0;MIT;;git+https://github.com/expressjs/method-override.git;javascript
morgan;1.10.0;morgan@1.10.0;MIT;;git+https://github.com/expressjs/morgan.git;javascript
basic-auth;2.0.1;basic-auth@2.0.1;MIT;;git+https://github.com/jshttp/basic-auth.git;javascript
nanoid;3.1.30;nanoid@3.1.30;MIT;;git+https://github.com/ai/nanoid.git;javascript
please-upgrade-node;3.2.0;please-upgrade-node@3.2.0;MIT;;git+https://github.com/typicode/please-upgrade-node.git;javascript
semver-compare;1.0.0;semver-compare@1.0.0;MIT;;git://github.com/substack/semver-compare.git;javascript
pluralize;8.0.0;pluralize@8.0.0;MIT;;git+https://github.com/blakeembrey/pluralize.git;javascript
server-destroy;1.0.1;server-destroy@1.0.1;ISC;;git://github.com/isaacs/server-destroy.git;javascript
update-notifier;5.1.0;update-notifier@5.1.0;BSD-2-Clause;;git+https://github.com/yeoman/update-notifier.git;javascript
boxen;5.1.2;boxen@5.1.2;MIT;;git+https://github.com/sindresorhus/boxen.git;javascript
ansi-align;3.0.1;ansi-align@3.0.1;ISC;;git+https://github.com/nexdrew/ansi-align.git;javascript
cli-boxes;2.2.1;cli-boxes@2.2.1;MIT;;git+https://github.com/sindresorhus/cli-boxes.git;javascript
widest-line;3.1.0;widest-line@3.1.0;MIT;;git+https://github.com/sindresorhus/widest-line.git;javascript
configstore;5.0.1;configstore@5.0.1;BSD-2-Clause;;git+https://github.com/yeoman/configstore.git;javascript
dot-prop;5.3.0;dot-prop@5.3.0;MIT;;git+https://github.com/sindresorhus/dot-prop.git;javascript
unique-string;2.0.0;unique-string@2.0.0;MIT;;git+https://github.com/sindresorhus/unique-string.git;javascript
crypto-random-string;2.0.0;crypto-random-string@2.0.0;MIT;;git+https://github.com/sindresorhus/crypto-random-string.git;javascript
write-file-atomic;3.0.3;write-file-atomic@3.0.3;ISC;;git://github.com/npm/write-file-atomic.git;javascript
is-typedarray;1.0.0;is-typedarray@1.0.0;MIT;;git://github.com/hughsk/is-typedarray.git;javascript
signal-exit;3.0.2;signal-exit@3.0.2;ISC;;git+https://github.com/tapjs/signal-exit.git;javascript
typedarray-to-buffer;3.1.5;typedarray-to-buffer@3.1.5;MIT;;git://github.com/feross/typedarray-to-buffer.git;javascript
xdg-basedir;4.0.0;xdg-basedir@4.0.0;MIT;;git+https://github.com/sindresorhus/xdg-basedir.git;javascript
has-yarn;2.1.0;has-yarn@2.1.0;MIT;;git+https://github.com/sindresorhus/has-yarn.git;javascript
import-lazy;2.1.0;import-lazy@2.1.0;MIT;;git+https://github.com/sindresorhus/import-lazy.git;javascript
is-ci;2.0.0;is-ci@2.0.0;MIT;;git+https://github.com/watson/is-ci.git;javascript
ci-info;2.0.0;ci-info@2.0.0;MIT;;git+https://github.com/watson/ci-info.git;javascript
is-installed-globally;0.4.0;is-installed-globally@0.4.0;MIT;;git+https://github.com/sindresorhus/is-installed-globally.git;javascript
global-dirs;3.0.0;global-dirs@3.0.0;MIT;;git+https://github.com/sindresorhus/global-dirs.git;javascript
is-npm;5.0.0;is-npm@5.0.0;MIT;;git+https://github.com/sindresorhus/is-npm.git;javascript
is-yarn-global;0.3.0;is-yarn-global@0.3.0;MIT;;git+ssh://git@github.com/LitoMore/is-yarn-global.git;javascript
latest-version;5.1.0;latest-version@5.1.0;MIT;;git+https://github.com/sindresorhus/latest-version.git;javascript
package-json;6.5.0;package-json@6.5.0;MIT;;git+https://github.com/sindresorhus/package-json.git;javascript
got;9.6.0;got@9.6.0;MIT;;git+https://github.com/sindresorhus/got.git;javascript
is;0.14.0;@sindresorhus/is@0.14.0;MIT;;git+https://github.com/sindresorhus/is.git;javascript
http-timer;1.1.2;@szmarczak/http-timer@1.1.2;MIT;;git+https://github.com/szmarczak/http-timer.git;javascript
defer-to-connect;1.1.3;defer-to-connect@1.1.3;MIT;;git+https://github.com/szmarczak/defer-to-connect.git;javascript
cacheable-request;6.1.0;cacheable-request@6.1.0;MIT;;git+https://github.com/lukechilds/cacheable-request.git;javascript
clone-response;1.0.2;clone-response@1.0.2;MIT;;git+https://github.com/lukechilds/clone-response.git;javascript
mimic-response;1.0.1;mimic-response@1.0.1;MIT;;git+https://github.com/sindresorhus/mimic-response.git;javascript
http-cache-semantics;4.1.0;http-cache-semantics@4.1.0;BSD-2-Clause;;git+https://github.com/kornelski/http-cache-semantics.git;javascript
keyv;3.1.0;keyv@3.1.0;MIT;;git+https://github.com/lukechilds/keyv.git;javascript
json-buffer;3.0.0;json-buffer@3.0.0;MIT;;git://github.com/dominictarr/json-buffer.git;javascript
responselike;1.0.2;responselike@1.0.2;MIT;;git+https://github.com/lukechilds/responselike.git;javascript
lowercase-keys;1.0.1;lowercase-keys@1.0.1;MIT;;git+https://github.com/sindresorhus/lowercase-keys.git;javascript
decompress-response;3.3.0;decompress-response@3.3.0;MIT;;git+https://github.com/sindresorhus/decompress-response.git;javascript
duplexer3;0.1.4;duplexer3@0.1.4;BSD-3-Clause;;git+https://github.com/floatdrop/duplexer3.git;javascript
p-cancelable;1.1.0;p-cancelable@1.1.0;MIT;;git+https://github.com/sindresorhus/p-cancelable.git;javascript
to-readable-stream;1.0.0;to-readable-stream@1.0.0;MIT;;git+https://github.com/sindresorhus/to-readable-stream.git;javascript
url-parse-lax;3.0.0;url-parse-lax@3.0.0;MIT;;git+https://github.com/sindresorhus/url-parse-lax.git;javascript
prepend-http;2.0.0;prepend-http@2.0.0;MIT;;git+https://github.com/sindresorhus/prepend-http.git;javascript
registry-auth-token;4.2.1;registry-auth-token@4.2.1;MIT;;git+ssh://git@github.com/rexxars/registry-auth-token.git;javascript
rc;1.2.8;rc@1.2.8;"BSD-2-Clause;MIT;Apache-2.0";;git+https://github.com/dominictarr/rc.git;javascript
deep-extend;0.6.0;deep-extend@0.6.0;MIT;;git://github.com/unclechu/node-deep-extend.git;javascript
ini;1.3.5;ini@1.3.5;ISC;;git://github.com/isaacs/ini.git;javascript
strip-json-comments;2.0.1;strip-json-comments@2.0.1;MIT;;git+https://github.com/sindresorhus/strip-json-comments.git;javascript
registry-url;5.1.0;registry-url@5.1.0;MIT;;git+https://github.com/sindresorhus/registry-url.git;javascript
pupa;2.1.1;pupa@2.1.1;MIT;;git+https://github.com/sindresorhus/pupa.git;javascript
escape-goat;2.1.1;escape-goat@2.1.1;MIT;;git+https://github.com/sindresorhus/escape-goat.git;javascript
semver-diff;3.1.1;semver-diff@3.1.1;MIT;;git+https://github.com/sindresorhus/semver-diff.git;javascript
get-caller-file;2.0.5;get-caller-file@2.0.5;ISC;;git+https://github.com/stefanpenner/get-caller-file.git;javascript
require-directory;2.1.1;require-directory@2.1.1;MIT;;git://github.com/troygoode/node-require-directory.git;javascript
mini-css-extract-plugin;2.4.5;mini-css-extract-plugin@2.4.5;MIT;;git+https://github.com/webpack-contrib/mini-css-extract-plugin.git;javascript
mocha;9.1.3;mocha@9.1.3;MIT;;git+https://github.com/mochajs/mocha.git;javascript
promise-all-settled;1.1.2;@ungap/promise-all-settled@1.1.2;ISC;;git+https://github.com/ungap/promise-all-settled.git;javascript
browser-stdout;1.3.1;browser-stdout@1.3.1;ISC;;git+ssh://git@github.com/kumavis/browser-stdout.git;javascript
chokidar;3.5.2;chokidar@3.5.2;MIT;;git+https://github.com/paulmillr/chokidar.git;javascript
anymatch;3.1.2;anymatch@3.1.2;ISC;;git+https://github.com/micromatch/anymatch.git;javascript
normalize-path;3.0.0;normalize-path@3.0.0;MIT;;git+https://github.com/jonschlinkert/normalize-path.git;javascript
is-binary-path;2.1.0;is-binary-path@2.1.0;MIT;;git+https://github.com/sindresorhus/is-binary-path.git;javascript
binary-extensions;2.2.0;binary-extensions@2.2.0;MIT;;git+https://github.com/sindresorhus/binary-extensions.git;javascript
diff;5.0.0;diff@5.0.0;BSD-3-Clause;;git://github.com/kpdecker/jsdiff.git;javascript
p-limit;3.1.0;p-limit@3.1.0;MIT;;git+https://github.com/sindresorhus/p-limit.git;javascript
yocto-queue;0.1.0;yocto-queue@0.1.0;MIT;;git+https://github.com/sindresorhus/yocto-queue.git;javascript
fs.realpath;1.0.0;fs.realpath@1.0.0;ISC;;git+https://github.com/isaacs/fs.realpath.git;javascript
inflight;1.0.6;inflight@1.0.6;ISC;;git+https://github.com/npm/inflight.git;javascript
wrappy;1.0.2;wrappy@1.0.2;ISC;;git+https://github.com/npm/wrappy.git;javascript
growl;1.10.5;growl@1.10.5;MIT;;git://github.com/tj/node-growl.git;javascript
log-symbols;4.1.0;log-symbols@4.1.0;MIT;;git+https://github.com/sindresorhus/log-symbols.git;javascript
is-unicode-supported;0.1.0;is-unicode-supported@0.1.0;MIT;;git+https://github.com/sindresorhus/is-unicode-supported.git;javascript
which;2.0.2;which@2.0.2;ISC;;git://github.com/isaacs/node-which.git;javascript
workerpool;6.1.5;workerpool@6.1.5;Apache-2.0;;git://github.com/josdejong/workerpool.git;javascript
yargs-unparser;2.0.0;yargs-unparser@2.0.0;MIT;;git+https://github.com/yargs/yargs-unparser.git;javascript
flat;5.0.2;flat@5.0.2;BSD-3-Clause;;git://github.com/hughsk/flat.git;javascript
mochawesome;7.0.1;mochawesome@7.0.1;MIT;;git+https://github.com/adamgruber/mochawesome.git;javascript
json-stringify-safe;5.0.1;json-stringify-safe@5.0.1;ISC;;git://github.com/isaacs/json-stringify-safe.git;javascript
lodash.isempty;4.4.0;lodash.isempty@4.4.0;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash.isfunction;3.0.9;lodash.isfunction@3.0.9;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash.isobject;3.0.2;lodash.isobject@3.0.2;MIT;;git+https://github.com/lodash/lodash.git;javascript
lodash.isstring;4.0.1;lodash.isstring@4.0.1;MIT;;git+https://github.com/lodash/lodash.git;javascript
mochawesome-report-generator;6.0.1;mochawesome-report-generator@6.0.1;MIT;;git+https://github.com/adamgruber/mochawesome-report-generator.git;javascript
dateformat;4.6.3;dateformat@4.6.3;MIT;;git+https://github.com/felixge/node-dateformat.git;javascript
fsu;1.1.1;fsu@1.1.1;MIT;;git+ssh://git@github.com/velocityzen/fsu.git;javascript
opener;1.5.2;opener@1.5.2;"WTFPL;MIT";;git+https://github.com/domenic/opener.git;javascript
prop-types;15.7.2;prop-types@15.7.2;MIT;;git+https://github.com/facebook/prop-types.git;javascript
react-is;16.13.1;react-is@16.13.1;MIT;;git+https://github.com/facebook/react.git#packages/react-is;javascript
tcomb-validation;3.4.1;tcomb-validation@3.4.1;MIT;;git+https://github.com/gcanti/tcomb-validation.git;javascript
tcomb;3.2.29;tcomb@3.2.29;MIT;;git+https://github.com/gcanti/tcomb.git;javascript
validator;13.7.0;validator@13.7.0;MIT;;git+https://github.com/validatorjs/validator.js.git;javascript
nightwatch-html-reporter;2.0.6;nightwatch-html-reporter@2.0.6;MIT;;git://github.com/jls/nightwatch-html-reporter.git;javascript
nconf;0.8.5;nconf@0.8.5;MIT;;git+ssh://git@github.com/flatiron/nconf.git;javascript
async;1.5.2;async@1.5.2;MIT;;git+https://github.com/caolan/async.git;javascript
secure-keys;1.0.0;secure-keys@1.0.0;MIT;;https://registry.npmjs.org/secure-keys/-/secure-keys-1.0.0.tgz;javascript
yargs;3.32.0;yargs@3.32.0;MIT;;git+ssh://git@github.com/bcoe/yargs.git;javascript
camelcase;2.1.1;camelcase@2.1.1;MIT;;git+https://github.com/sindresorhus/camelcase.git;javascript
cliui;3.2.0;cliui@3.2.0;ISC;;git+ssh://git@github.com/yargs/cliui.git;javascript
code-point-at;1.1.0;code-point-at@1.1.0;MIT;;git+https://github.com/sindresorhus/code-point-at.git;javascript
wrap-ansi;2.1.0;wrap-ansi@2.1.0;MIT;;git+https://github.com/chalk/wrap-ansi.git;javascript
decamelize;1.2.0;decamelize@1.2.0;MIT;;git+https://github.com/sindresorhus/decamelize.git;javascript
os-locale;1.4.0;os-locale@1.4.0;MIT;;git+https://github.com/sindresorhus/os-locale.git;javascript
lcid;1.0.0;lcid@1.0.0;MIT;;git+https://github.com/sindresorhus/lcid.git;javascript
invert-kv;1.0.0;invert-kv@1.0.0;MIT;;git+https://github.com/sindresorhus/invert-kv.git;javascript
window-size;0.1.4;window-size@0.1.4;MIT;;git+https://github.com/jonschlinkert/window-size.git;javascript
is-wsl;1.1.0;is-wsl@1.1.0;MIT;;git+https://github.com/sindresorhus/is-wsl.git;javascript
pug;2.0.3;pug@2.0.3;MIT;;git://github.com/pugjs/pug.git;javascript
pug-code-gen;2.0.1;pug-code-gen@2.0.1;MIT;;git+https://github.com/pugjs/pug-code-gen.git;javascript
constantinople;3.1.2;constantinople@3.1.2;MIT;;git+https://github.com/ForbesLindesay/constantinople.git;javascript
babel-types;7.0.7;@types/babel-types@7.0.7;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git#types/babel-types;javascript
babylon;6.16.5;@types/babylon@6.16.5;MIT;;git+https://github.com/DefinitelyTyped/DefinitelyTyped.git;javascript
doctypes;1.1.0;doctypes@1.1.0;MIT;;git+https://github.com/pugjs/doctypes.git;javascript
js-stringify;1.0.2;js-stringify@1.0.2;MIT;;git+https://github.com/jadejs/js-stringify.git;javascript
pug-attrs;2.0.3;pug-attrs@2.0.3;MIT;;git+https://github.com/pugjs/pug-attrs.git;javascript
pug-runtime;2.0.4;pug-runtime@2.0.4;MIT;;git+https://github.com/pugjs/pug-runtime.git;javascript
pug-error;1.3.2;pug-error@1.3.2;MIT;;git+https://github.com/pugjs/pug-error.git;javascript
void-elements;2.0.1;void-elements@2.0.1;MIT;;git+https://github.com/hemanth/void-elements.git;javascript
with;5.1.1;with@5.1.1;MIT;;git+https://github.com/pugjs/with.git;javascript
acorn-globals;3.1.0;acorn-globals@3.1.0;MIT;;git+https://github.com/ForbesLindesay/acorn-globals.git;javascript
pug-filters;3.1.0;pug-filters@3.1.0;MIT;;git+https://github.com/pugjs/pug-filters.git;javascript
clean-css;4.2.1;clean-css@4.2.1;MIT;;git+https://github.com/jakubpawlowicz/clean-css.git;javascript
jstransformer;1.0.0;jstransformer@1.0.0;MIT;;git+https://github.com/jstransformers/jstransformer.git;javascript
promise;7.3.1;promise@7.3.1;MIT;;git+https://github.com/then/promise.git;javascript
asap;2.0.6;asap@2.0.6;MIT;;git+https://github.com/kriskowal/asap.git;javascript
pug-walk;1.1.7;pug-walk@1.1.7;MIT;;git+https://github.com/pugjs/pug-walk.git;javascript
resolve;1.10.0;resolve@1.10.0;MIT;;git://github.com/browserify/resolve.git;javascript
uglify-to-browserify;1.0.2;uglify-to-browserify@1.0.2;MIT;;git+https://github.com/ForbesLindesay/uglify-to-browserify.git;javascript
center-align;0.1.3;center-align@0.1.3;MIT;;git+https://github.com/jonschlinkert/center-align.git;javascript
align-text;0.1.4;align-text@0.1.4;MIT;;git://github.com/jonschlinkert/align-text.git;javascript
kind-of;3.2.2;kind-of@3.2.2;MIT;;git+https://github.com/jonschlinkert/kind-of.git;javascript
longest;1.0.1;longest@1.0.1;MIT;;git+https://github.com/jonschlinkert/longest.git;javascript
repeat-string;1.6.1;repeat-string@1.6.1;MIT;;git+https://github.com/jonschlinkert/repeat-string.git;javascript
lazy-cache;1.0.4;lazy-cache@1.0.4;MIT;;git+https://github.com/jonschlinkert/lazy-cache.git;javascript
right-align;0.1.3;right-align@0.1.3;MIT;;git://github.com/jonschlinkert/right-align.git;javascript
pug-lexer;4.0.0;pug-lexer@4.0.0;MIT;;git+https://github.com/pugjs/pug-lexer.git;javascript
character-parser;2.2.0;character-parser@2.2.0;MIT;;git+https://github.com/ForbesLindesay/character-parser.git;javascript
is-regex;1.0.4;is-regex@1.0.4;MIT;;git://github.com/ljharb/is-regex.git;javascript
is-expression;3.0.0;is-expression@3.0.0;MIT;;git+https://github.com/pugjs/is-expression.git;javascript
pug-linker;3.0.5;pug-linker@3.0.5;MIT;;git+https://github.com/pugjs/pug-linker.git;javascript
